Tenant_ID,Age,Occupation,Income_Level,Credit_Score,Past_Default,Debt_to_Income_Ratio,Monthly_Rent,Lease_Term_Months,Security_Deposit,Property_Type,Property_Size_SqFt,Unemployment_Rate,GDP_Growth_Rate,Default_Risk
2186,46,Part-time,30315,494,0,0.4,3740,6,3740,Commercial,3429,5.7,1.84,1
2187,43,Full-time,67968,467,0,0.43,4356,12,4356,Commercial,1221,4.82,1.45,1
2188,42,Self-employed,46519,676,0,0.24,813,12,813,Commercial,2304,8.59,2.12,0
2189,29,Unemployed,29107,788,1,0.41,732,12,732,Residential,4919,5.11,2.93,1
2190,22,Full-time,141540,661,0,0.36,4007,6,4007,Commercial,3694,4.26,1.37,0
2191,51,Unemployed,75781,781,0,0.48,1529,12,3058,Residential,1154,5.72,1.06,1
2192,54,Part-time,23869,543,0,0.27,4106,12,8212,Commercial,644,3.92,1.51,1
2193,32,Self-employed,100983,470,0,0.5,3211,36,6422,Commercial,2196,7.83,3.95,1
2194,61,Part-time,47370,812,1,0.4,4839,6,4839,Commercial,4739,7.97,2.87,1
2195,53,Self-employed,82695,705,1,0.41,2788,12,2788,Commercial,3211,3.1,2.78,1
2196,32,Self-employed,80422,506,0,0.11,4499,24,4499,Residential,1392,7.86,1.08,1
2197,60,Unemployed,27971,453,0,0.3,3105,6,6210,Commercial,3064,5.09,3.84,1
2198,40,Part-time,116805,347,0,0.31,3844,12,7688,Commercial,4790,7.59,1.81,1
2199,23,Part-time,143855,300,0,0.12,2622,12,5244,Commercial,4054,7.95,1.36,1
2200,63,Full-time,45651,706,0,0.22,2830,36,2830,Residential,2160,4.94,4.37,0
2201,61,Part-time,76974,406,0,0.48,4279,36,4279,Commercial,4046,4.3,2.94,1
2202,60,Full-time,121293,472,0,0.27,4682,6,9364,Commercial,3276,8.78,4.0,1
2203,62,Freelancer,43446,805,1,0.17,1380,36,2760,Residential,4420,8.17,4.29,1
2204,38,Freelancer,146347,429,0,0.31,3477,36,6954,Commercial,1636,8.86,4.86,1
2205,40,Freelancer,58108,697,0,0.11,1672,6,1672,Residential,1799,6.05,3.49,0
2206,60,Part-time,95179,593,0,0.31,659,24,659,Residential,3023,6.19,1.27,1
2207,33,Part-time,23823,746,0,0.34,2993,12,5986,Commercial,3749,5.41,3.23,0
2208,64,Full-time,33454,315,0,0.24,2629,12,5258,Commercial,2160,6.49,3.04,1
2209,32,Self-employed,23932,648,0,0.41,3578,36,3578,Residential,1814,7.53,1.23,1
2210,42,Full-time,30220,502,0,0.15,2729,12,5458,Commercial,933,8.7,2.23,1
2211,53,Freelancer,94090,433,0,0.45,3417,36,6834,Commercial,2358,4.28,2.65,1
2212,28,Full-time,87965,825,0,0.48,3513,6,3513,Residential,1210,5.84,1.64,1
2213,32,Self-employed,48208,807,0,0.1,2049,6,4098,Residential,637,6.23,1.04,0
2214,21,Part-time,92980,365,0,0.44,3885,6,7770,Commercial,4060,6.42,4.03,1
2215,38,Full-time,30510,779,0,0.3,2079,12,4158,Commercial,2253,6.79,4.41,0
2216,30,Freelancer,64045,758,0,0.28,3871,36,3871,Commercial,3356,8.61,1.92,0
2217,39,Freelancer,30537,641,0,0.2,2460,36,4920,Commercial,1684,9.2,1.02,0
2218,36,Part-time,92683,458,1,0.28,4344,12,8688,Residential,1233,4.11,4.56,1
2219,51,Full-time,125935,460,0,0.48,2890,6,2890,Commercial,2351,7.99,1.54,1
2220,31,Self-employed,89134,553,0,0.18,1919,24,3838,Commercial,1853,6.35,2.61,1
2221,21,Part-time,122633,826,0,0.17,4417,36,8834,Commercial,894,5.92,2.46,0
2222,63,Full-time,92254,848,0,0.2,4335,36,4335,Residential,3017,3.79,1.66,0
2223,44,Unemployed,128227,454,0,0.32,4928,12,9856,Residential,3827,3.45,3.4,1
2224,46,Freelancer,142906,785,0,0.47,4950,24,9900,Commercial,4554,9.84,4.67,1
2225,64,Self-employed,33782,731,0,0.33,4130,6,8260,Residential,2566,7.5,3.05,0
2226,45,Self-employed,134780,326,1,0.2,662,36,662,Residential,746,6.17,4.89,1
2227,52,Self-employed,145544,311,0,0.28,615,12,1230,Commercial,3638,8.33,1.76,1
2228,25,Freelancer,143188,366,0,0.26,1970,24,1970,Residential,841,3.64,4.39,1
2229,33,Full-time,85587,841,0,0.12,3579,12,3579,Residential,3471,7.25,2.03,0
2230,59,Part-time,102238,395,0,0.3,4352,24,4352,Commercial,4268,7.62,2.0,1
2231,53,Full-time,95720,514,0,0.15,3338,12,3338,Residential,2934,6.16,1.47,1
2232,47,Part-time,98004,493,0,0.44,1042,24,1042,Residential,841,4.77,4.45,1
2233,35,Self-employed,42072,589,0,0.32,913,36,913,Commercial,607,9.68,3.9,1
2234,19,Full-time,101015,843,0,0.44,1181,24,1181,Commercial,2296,5.11,2.37,1
2235,30,Self-employed,114003,338,0,0.48,1141,6,2282,Residential,3024,3.87,2.4,1
2236,21,Unemployed,108938,505,0,0.48,4478,36,8956,Commercial,2884,7.41,4.38,1
2237,43,Self-employed,92746,783,0,0.14,1932,6,1932,Commercial,4031,7.02,4.71,0
2238,42,Self-employed,65702,636,0,0.48,1168,36,2336,Residential,2860,8.28,3.41,1
2239,47,Part-time,122260,795,0,0.42,2569,24,5138,Residential,1108,8.28,2.63,1
2240,28,Unemployed,26057,548,0,0.41,1468,36,2936,Commercial,3141,7.34,1.21,1
2241,24,Self-employed,148259,373,1,0.14,1680,12,1680,Commercial,2847,4.45,1.51,1
2242,48,Self-employed,50916,672,0,0.17,3735,24,7470,Commercial,3239,9.21,1.57,0
2243,61,Unemployed,47268,437,0,0.49,751,12,751,Residential,4831,4.74,2.11,1
2244,27,Unemployed,63978,756,0,0.19,4800,12,4800,Residential,710,3.66,2.03,0
2245,56,Full-time,132894,743,0,0.17,3379,12,6758,Residential,785,5.11,3.17,0
2246,30,Part-time,144904,652,0,0.24,4498,12,4498,Commercial,2970,6.38,4.78,0
2247,48,Unemployed,43259,710,0,0.47,1290,6,1290,Residential,993,4.45,4.45,1
2248,24,Unemployed,73583,837,0,0.29,1995,24,1995,Residential,1517,5.34,3.04,0
2249,59,Freelancer,99400,752,0,0.47,4989,12,9978,Commercial,3990,6.6,1.07,1
2250,59,Unemployed,54293,718,0,0.23,3568,6,7136,Residential,3384,5.26,1.27,0
2251,53,Part-time,131581,749,0,0.19,3207,36,6414,Commercial,3314,3.63,4.44,0
2252,37,Self-employed,27043,414,0,0.3,3077,12,3077,Commercial,2489,4.38,2.13,1
2253,21,Self-employed,70430,350,0,0.35,1735,12,3470,Commercial,1022,8.56,2.27,1
2254,24,Self-employed,127009,668,0,0.26,1558,6,3116,Commercial,2866,9.68,1.56,0
2255,18,Self-employed,58893,814,1,0.24,1670,36,3340,Commercial,3950,4.04,1.89,1
2256,61,Freelancer,60642,509,0,0.19,4118,36,4118,Residential,2156,7.77,1.99,1
2257,62,Unemployed,98065,734,1,0.21,4159,6,4159,Commercial,3564,9.34,2.65,1
2258,59,Self-employed,50868,526,0,0.37,4155,12,8310,Commercial,3242,5.09,3.49,1
2259,64,Full-time,46309,567,0,0.25,556,24,556,Commercial,1089,8.81,2.41,1
2260,30,Self-employed,146250,415,0,0.13,2392,6,4784,Commercial,1134,9.33,2.8,1
2261,39,Unemployed,43284,659,0,0.16,3069,24,6138,Residential,4540,5.1,1.73,0
2262,38,Self-employed,146801,628,0,0.25,4580,12,4580,Residential,707,3.4,1.23,0
2263,39,Freelancer,133259,339,1,0.47,4956,12,4956,Residential,2733,9.42,2.39,1
2264,45,Part-time,120804,481,0,0.25,2448,36,2448,Residential,1476,5.31,1.25,1
2265,26,Part-time,89000,789,0,0.12,722,12,722,Commercial,2564,3.1,2.2,0
2266,43,Unemployed,104179,508,0,0.27,2139,36,2139,Commercial,1813,6.32,4.35,1
2267,26,Part-time,82107,572,0,0.37,4922,36,4922,Commercial,4849,3.81,2.47,1
2268,32,Part-time,85049,418,0,0.34,2257,12,4514,Residential,1470,9.31,1.77,1
2269,27,Full-time,49265,681,0,0.21,1335,36,2670,Commercial,1979,4.08,4.61,0
2270,41,Unemployed,101490,835,0,0.38,3036,12,3036,Residential,1670,5.13,3.56,0
2271,59,Unemployed,149154,557,0,0.35,3025,36,3025,Commercial,3685,8.53,4.95,1
2272,25,Part-time,43880,782,0,0.17,1484,36,2968,Commercial,1899,8.64,2.2,0
2273,41,Part-time,104579,808,0,0.16,1857,12,3714,Residential,3893,9.31,1.8,0
2274,33,Part-time,20255,391,0,0.32,3560,24,3560,Commercial,2875,6.48,2.19,1
2275,43,Freelancer,21502,460,0,0.36,4977,6,4977,Commercial,4944,9.91,4.25,1
2276,44,Self-employed,90192,448,0,0.48,1946,12,3892,Commercial,698,6.61,1.61,1
2277,54,Freelancer,85424,416,0,0.27,1871,36,3742,Commercial,3748,8.53,1.96,1
2278,21,Unemployed,95838,757,0,0.41,3724,6,7448,Commercial,1647,5.53,3.81,1
2279,41,Full-time,90966,344,0,0.15,2374,24,4748,Residential,4535,9.59,3.95,1
2280,36,Self-employed,61366,533,0,0.46,2999,12,5998,Commercial,2782,7.8,4.84,1
2281,53,Full-time,47425,674,0,0.35,3861,36,3861,Commercial,2225,3.54,4.92,0
2282,56,Unemployed,72328,846,0,0.35,1642,36,3284,Residential,1817,3.76,3.65,0
2283,27,Unemployed,134280,496,0,0.16,4809,12,4809,Commercial,4468,9.24,2.45,1
2284,42,Full-time,87396,324,1,0.12,1064,36,2128,Commercial,3589,8.67,2.81,1
2285,35,Full-time,91694,694,0,0.38,2088,6,2088,Commercial,1926,5.31,2.76,0
2286,36,Full-time,25806,335,0,0.15,4485,36,8970,Commercial,2928,6.65,2.55,1
2287,53,Unemployed,106274,773,0,0.15,1970,6,1970,Commercial,2341,8.97,2.35,0
2288,27,Part-time,37106,522,0,0.18,4414,6,8828,Commercial,4393,3.72,1.67,1
2289,50,Full-time,76731,829,0,0.14,3613,12,3613,Residential,2644,3.97,2.46,0
2290,22,Self-employed,95010,487,0,0.35,4990,36,9980,Residential,1993,8.01,4.88,1
2291,64,Unemployed,102533,701,0,0.27,4842,6,4842,Commercial,1204,3.58,4.53,0
2292,52,Freelancer,138019,556,0,0.21,3862,36,3862,Commercial,2268,5.47,3.47,1
2293,61,Freelancer,52599,435,0,0.28,2136,6,2136,Commercial,1569,4.76,1.77,1
2294,51,Self-employed,91326,743,0,0.44,3412,24,3412,Commercial,4374,8.32,4.51,1
2295,50,Part-time,137804,717,0,0.47,1972,12,3944,Commercial,2783,3.02,2.25,1
2296,38,Full-time,95706,591,0,0.29,1744,12,3488,Residential,1268,3.81,3.18,1
2297,34,Unemployed,29004,428,0,0.33,4237,12,4237,Commercial,4223,3.69,4.65,1
2298,39,Full-time,128282,640,0,0.2,2598,6,5196,Residential,759,5.23,2.34,0
2299,54,Unemployed,135018,556,0,0.31,3097,24,3097,Commercial,3443,4.63,4.65,1
2300,32,Freelancer,71364,399,0,0.4,3012,6,6024,Residential,2087,4.6,1.94,1
2301,52,Full-time,45792,338,0,0.3,758,12,1516,Residential,583,5.59,4.71,1
2302,45,Self-employed,115752,562,0,0.22,2858,6,2858,Residential,4061,4.5,2.43,1
2303,24,Part-time,84912,449,0,0.33,3893,12,7786,Residential,2139,3.74,2.5,1
2304,49,Self-employed,74645,629,0,0.48,4278,36,4278,Commercial,2893,7.08,3.21,1
2305,28,Part-time,27232,419,0,0.46,3911,6,7822,Commercial,3470,9.66,2.39,1
2306,27,Full-time,98210,518,0,0.41,1768,36,3536,Commercial,3184,7.25,2.8,1
2307,26,Full-time,74766,422,0,0.21,1439,6,2878,Commercial,2730,8.3,3.01,1
2308,31,Part-time,140601,543,0,0.2,2876,12,2876,Commercial,3898,9.81,2.96,1
2309,30,Freelancer,101588,817,0,0.44,4451,36,8902,Residential,4137,4.07,4.84,1
2310,42,Unemployed,68542,320,0,0.17,695,6,695,Commercial,1313,6.22,2.13,1
2311,19,Self-employed,25913,489,1,0.34,4657,12,4657,Residential,4247,7.07,2.14,1
2312,52,Self-employed,132406,524,0,0.28,3596,6,7192,Commercial,1395,5.25,4.35,1
2313,24,Self-employed,133693,765,0,0.29,4135,36,4135,Residential,1160,7.29,2.57,0
2314,38,Full-time,113449,398,0,0.28,1061,6,2122,Commercial,3349,7.37,1.29,1
2315,35,Self-employed,30567,662,0,0.46,3949,6,3949,Residential,2925,8.9,2.93,1
2316,20,Unemployed,58379,382,0,0.13,3866,36,7732,Residential,1610,8.83,3.2,1
2317,59,Unemployed,94968,355,0,0.41,3623,12,3623,Commercial,4245,4.0,3.47,1
2318,56,Part-time,20319,321,0,0.43,3391,6,3391,Residential,1658,4.18,1.94,1
2319,58,Full-time,110005,484,0,0.48,539,6,539,Residential,2637,4.56,4.89,1
2320,28,Unemployed,130990,821,0,0.28,2267,24,2267,Commercial,2340,4.83,3.95,0
2321,56,Freelancer,112026,563,0,0.3,3004,24,6008,Residential,2410,6.95,3.88,1
2322,41,Full-time,106120,524,0,0.48,1287,12,2574,Residential,4164,5.29,4.49,1
2323,63,Full-time,24791,337,0,0.28,2376,36,2376,Commercial,3410,9.67,1.1,1
2324,36,Unemployed,117272,422,0,0.3,4597,12,4597,Residential,1242,3.83,3.45,1
2325,21,Freelancer,20329,455,0,0.23,1992,12,1992,Residential,3660,4.73,4.27,1
2326,43,Part-time,94387,600,0,0.11,1629,12,1629,Residential,1816,9.08,1.14,0
2327,55,Unemployed,81032,366,1,0.27,2763,6,5526,Residential,4305,7.09,4.02,1
2328,59,Freelancer,64078,693,0,0.36,4521,6,9042,Commercial,1540,6.83,4.96,0
2329,49,Full-time,108662,704,0,0.38,4805,12,9610,Commercial,2231,7.16,3.37,0
2330,56,Freelancer,41300,748,0,0.1,2685,12,2685,Commercial,2155,4.77,2.7,0
2331,62,Full-time,95700,430,0,0.42,2144,24,4288,Commercial,2067,8.33,2.81,1
2332,63,Unemployed,149664,368,0,0.3,4060,36,8120,Commercial,2310,6.48,3.72,1
2333,53,Unemployed,70945,644,0,0.31,3185,12,3185,Commercial,2828,3.3,3.28,0
2334,57,Self-employed,75609,619,0,0.48,1912,24,3824,Residential,3516,4.24,4.15,1
2335,54,Self-employed,80562,476,0,0.21,1721,12,1721,Residential,1994,8.72,2.69,1
2336,50,Self-employed,110045,828,0,0.4,2749,36,2749,Residential,1104,5.42,2.67,0
2337,53,Unemployed,81901,459,0,0.33,2739,12,2739,Commercial,977,8.41,3.98,1
2338,20,Part-time,25703,832,0,0.38,4702,36,4702,Commercial,641,7.64,3.58,0
2339,26,Unemployed,112645,434,0,0.27,4922,6,4922,Residential,2598,5.11,4.11,1
2340,25,Freelancer,83115,410,0,0.21,1143,36,1143,Residential,3070,3.89,4.55,1
2341,50,Unemployed,128953,582,0,0.32,4952,12,4952,Commercial,4526,8.65,2.05,1
2342,23,Unemployed,108090,819,0,0.25,3048,24,6096,Residential,1786,7.5,2.26,0
2343,58,Full-time,47676,493,0,0.19,4305,6,8610,Commercial,1709,5.11,3.11,1
2344,56,Full-time,81710,346,0,0.44,4790,24,4790,Residential,1307,6.66,4.72,1
2345,21,Full-time,80077,641,0,0.29,4642,12,9284,Commercial,2628,7.28,4.34,0
2346,30,Unemployed,141332,541,0,0.44,1885,6,3770,Residential,4305,3.01,2.87,1
2347,19,Part-time,109340,821,0,0.29,3084,24,6168,Commercial,1473,7.69,3.29,0
2348,22,Freelancer,65440,669,0,0.32,2101,12,2101,Residential,3438,7.59,3.85,0
2349,61,Freelancer,56923,430,0,0.5,3817,24,7634,Commercial,585,3.58,3.09,1
2350,44,Part-time,49802,569,0,0.48,1307,36,1307,Residential,2296,8.51,1.39,1
2351,49,Part-time,110331,360,0,0.21,3159,36,3159,Residential,1807,8.78,2.41,1
2352,38,Freelancer,82904,463,0,0.45,614,12,614,Residential,959,5.03,1.19,1
2353,25,Self-employed,80162,824,0,0.26,3227,24,3227,Commercial,3008,4.14,3.68,0
2354,55,Full-time,144786,571,0,0.13,2766,12,2766,Residential,1644,7.81,2.35,1
2355,25,Full-time,85169,432,0,0.33,4792,24,4792,Residential,4388,3.86,3.95,1
2356,20,Freelancer,88147,543,0,0.49,4996,6,4996,Commercial,3760,9.01,2.72,1
2357,61,Part-time,42075,733,0,0.49,4401,12,8802,Residential,1909,6.36,1.18,1
2358,20,Self-employed,137281,337,0,0.15,3228,12,6456,Residential,4766,9.37,2.52,1
2359,39,Freelancer,102015,618,0,0.41,4671,24,4671,Residential,1853,7.5,1.87,1
2360,23,Full-time,94716,809,0,0.42,1949,12,3898,Residential,4630,5.0,1.86,1
2361,19,Unemployed,29304,675,0,0.25,4882,6,9764,Residential,1724,6.28,2.51,0
2362,40,Part-time,149851,773,0,0.36,2068,24,2068,Residential,1691,6.71,4.91,0
2363,61,Unemployed,140729,358,0,0.3,1822,24,3644,Residential,2032,8.71,4.84,1
2364,19,Freelancer,79622,798,0,0.19,1360,24,1360,Commercial,2416,9.03,4.21,0
2365,55,Full-time,74215,517,0,0.4,1241,6,2482,Residential,3817,7.78,1.98,1
2366,34,Self-employed,100146,428,1,0.21,2230,6,2230,Commercial,1747,5.06,4.06,1
2367,52,Unemployed,93973,682,0,0.24,3433,12,3433,Residential,3117,6.7,1.06,0
2368,51,Self-employed,128654,687,0,0.18,4018,24,8036,Commercial,2525,3.91,1.23,0
2369,40,Full-time,32521,384,0,0.39,3667,6,3667,Commercial,4011,4.61,4.34,1
2370,47,Unemployed,138037,809,0,0.28,2418,36,4836,Residential,4192,5.12,3.26,0
2371,25,Self-employed,44028,736,0,0.28,2718,12,2718,Commercial,3983,3.51,2.49,0
2372,39,Self-employed,59328,592,1,0.34,1840,6,1840,Residential,3823,9.19,3.96,1
2373,61,Unemployed,47301,348,0,0.16,2014,6,4028,Commercial,2438,3.86,1.46,1
2374,53,Full-time,58015,366,0,0.46,1911,6,3822,Commercial,1515,7.88,2.15,1
2375,22,Self-employed,107276,428,0,0.29,3536,12,7072,Commercial,3083,6.54,3.91,1
2376,30,Freelancer,56845,328,0,0.25,4667,6,4667,Commercial,1427,8.82,1.83,1
2377,46,Unemployed,106818,642,0,0.15,1522,6,3044,Residential,2011,8.19,3.4,0
2378,48,Part-time,96394,844,1,0.17,2786,36,2786,Residential,2237,8.32,2.79,1
2379,64,Part-time,64159,418,0,0.47,3258,36,6516,Commercial,3538,5.93,1.81,1
2380,33,Full-time,63714,432,0,0.28,4271,36,8542,Commercial,2221,8.84,4.55,1
2381,59,Freelancer,100722,626,1,0.39,1612,6,3224,Residential,3266,3.66,2.74,1
2382,47,Self-employed,119721,484,0,0.13,2445,36,4890,Commercial,3919,6.11,3.4,1
2383,33,Part-time,116730,805,0,0.36,2058,24,4116,Commercial,3325,9.96,2.01,0
2384,29,Full-time,45230,833,0,0.47,4379,36,4379,Residential,4921,9.64,2.39,1
2385,34,Freelancer,112554,540,0,0.22,1141,36,1141,Commercial,3234,3.58,1.2,1
2386,33,Freelancer,69262,815,0,0.33,2737,6,5474,Commercial,718,7.01,2.93,0
2387,29,Full-time,110201,464,0,0.48,3986,24,7972,Commercial,1021,5.21,2.38,1
2388,25,Full-time,61722,517,0,0.39,3725,36,7450,Residential,904,8.1,2.32,1
2389,37,Self-employed,66359,304,0,0.12,1514,6,1514,Commercial,1079,8.15,4.56,1
2390,20,Full-time,82796,380,0,0.25,2521,24,2521,Commercial,2354,3.0,3.82,1
2391,33,Self-employed,60159,546,0,0.13,3176,36,6352,Residential,4921,8.92,2.83,1
2392,47,Self-employed,129668,792,0,0.44,2040,6,2040,Residential,4197,4.57,1.78,1
2393,62,Unemployed,128675,685,0,0.35,3436,24,3436,Residential,2335,9.76,4.89,0
2394,40,Freelancer,107052,606,0,0.48,3606,36,7212,Residential,657,9.34,1.3,1
2395,45,Freelancer,120808,842,0,0.11,1283,24,1283,Residential,3675,4.33,1.54,0
2396,57,Freelancer,144344,306,1,0.27,1170,24,1170,Commercial,2121,7.45,2.08,1
2397,22,Unemployed,110209,814,0,0.14,3269,6,3269,Commercial,4177,5.07,4.82,0
2398,37,Self-employed,25239,372,0,0.24,3073,12,3073,Commercial,1305,3.72,2.12,1
2399,57,Self-employed,134980,309,0,0.16,3084,24,6168,Commercial,1805,9.12,2.97,1
2400,61,Full-time,111951,421,0,0.23,1777,24,1777,Commercial,2694,4.27,4.04,1
2401,18,Unemployed,70886,812,0,0.43,3543,24,3543,Residential,1013,5.95,4.72,1
2402,47,Full-time,123424,740,0,0.16,3672,24,3672,Residential,1003,9.47,3.42,0
2403,38,Unemployed,47195,337,0,0.29,4282,24,8564,Residential,3139,3.53,2.54,1
2404,37,Full-time,124697,644,0,0.47,677,12,1354,Residential,1265,6.85,4.94,1
2405,23,Part-time,114859,637,1,0.5,775,6,1550,Commercial,736,7.01,1.1,1
2406,39,Freelancer,120500,483,0,0.2,2859,12,5718,Residential,4991,8.34,4.33,1
2407,35,Freelancer,121770,366,0,0.47,3981,6,7962,Commercial,2504,8.79,2.11,1
2408,25,Self-employed,116299,316,0,0.2,3859,12,7718,Commercial,2299,5.97,4.27,1
2409,56,Part-time,54674,682,0,0.27,1924,6,3848,Residential,3887,8.21,1.65,0
2410,49,Freelancer,38105,667,0,0.45,4622,36,4622,Commercial,4499,9.37,2.39,1
2411,50,Self-employed,130187,615,0,0.41,3460,24,3460,Residential,1946,9.2,1.22,1
2412,33,Part-time,49739,796,0,0.44,2969,6,2969,Residential,631,6.51,1.8,1
2413,29,Freelancer,133741,644,0,0.42,3585,6,3585,Residential,4175,7.25,3.41,1
2414,55,Full-time,51969,772,0,0.19,2872,24,5744,Residential,2534,7.71,4.05,0
2415,51,Unemployed,34497,414,0,0.32,4568,36,4568,Residential,4713,8.73,4.64,1
2416,31,Part-time,21816,399,0,0.25,2090,24,2090,Commercial,2544,6.55,1.48,1
2417,53,Self-employed,143132,737,0,0.28,4880,6,9760,Commercial,4934,3.78,1.56,0
2418,50,Part-time,138915,644,0,0.16,1612,6,1612,Commercial,1958,5.7,4.76,0
2419,40,Self-employed,146399,648,0,0.23,1568,24,3136,Residential,2522,8.04,4.06,0
2420,62,Part-time,112019,438,0,0.44,3045,12,6090,Commercial,2448,7.37,3.16,1
2421,19,Self-employed,79254,623,0,0.46,4149,24,4149,Commercial,2120,8.27,2.91,1
2422,58,Freelancer,129017,601,0,0.34,2314,6,2314,Commercial,4313,6.5,1.63,0
2423,38,Full-time,107695,593,0,0.3,4407,6,8814,Residential,2661,4.22,2.52,1
2424,19,Freelancer,89385,828,0,0.39,4231,6,4231,Residential,4901,3.81,2.49,0
2425,44,Full-time,107148,591,0,0.34,2692,36,5384,Commercial,2257,6.37,3.59,1
2426,26,Freelancer,125153,373,0,0.49,581,24,581,Commercial,4650,4.44,3.4,1
2427,18,Freelancer,53826,783,0,0.18,4206,36,4206,Commercial,1023,9.88,1.24,0
2428,28,Part-time,130034,315,0,0.28,3676,24,3676,Commercial,2981,4.39,4.39,1
2429,20,Unemployed,83365,825,0,0.47,2325,36,4650,Residential,4785,6.97,4.75,1
2430,40,Self-employed,104242,635,0,0.47,581,12,1162,Commercial,4984,3.01,4.12,1
2431,43,Self-employed,143066,815,0,0.3,593,6,593,Commercial,845,4.78,1.71,0
2432,21,Self-employed,70100,426,0,0.15,842,6,842,Commercial,2812,4.81,1.69,1
2433,35,Full-time,110099,817,0,0.43,2908,24,5816,Residential,2198,8.17,3.9,1
2434,23,Self-employed,145170,428,0,0.33,2354,6,4708,Residential,640,6.47,2.76,1
2435,52,Self-employed,24359,810,0,0.41,4499,36,8998,Commercial,4834,3.08,4.12,1
2436,39,Part-time,116205,722,0,0.29,1589,12,3178,Residential,1621,5.65,1.3,0
2437,60,Freelancer,32809,684,1,0.18,1123,36,1123,Residential,3383,7.51,3.87,1
2438,32,Self-employed,84450,531,0,0.11,1367,36,2734,Residential,1534,7.46,2.7,1
2439,39,Unemployed,58428,494,0,0.32,2976,24,5952,Commercial,4773,3.38,1.12,1
2440,54,Self-employed,114990,364,0,0.16,3972,6,7944,Residential,1482,9.5,3.18,1
2441,59,Full-time,92790,576,0,0.17,670,36,1340,Commercial,2944,4.73,3.8,1
2442,29,Full-time,131126,523,0,0.27,2282,24,2282,Residential,3960,9.24,3.11,1
2443,64,Full-time,110321,577,0,0.28,1077,36,1077,Residential,3084,4.49,1.49,1
2444,59,Self-employed,22093,665,0,0.21,567,36,567,Commercial,2813,6.97,4.26,0
2445,55,Part-time,64498,815,0,0.15,2015,36,4030,Commercial,1656,5.84,2.27,0
2446,35,Unemployed,136251,514,0,0.48,500,24,1000,Residential,2077,7.07,4.69,1
2447,62,Self-employed,60985,738,0,0.15,2698,12,2698,Residential,3532,6.49,4.63,0
2448,52,Part-time,52009,727,0,0.24,1401,36,1401,Commercial,1807,3.01,1.8,0
2449,47,Part-time,102094,695,1,0.22,1294,36,2588,Residential,4734,5.46,2.91,1
2450,41,Self-employed,148515,508,0,0.45,2566,24,5132,Commercial,4664,3.08,1.55,1
2451,59,Self-employed,37718,800,0,0.26,2319,6,2319,Commercial,3352,7.78,3.71,0
2452,47,Part-time,36705,762,0,0.15,870,12,1740,Commercial,2724,8.97,4.41,0
2453,31,Part-time,107618,526,0,0.1,3038,24,3038,Residential,3944,5.69,3.59,1
2454,23,Part-time,82598,674,0,0.39,4407,6,8814,Residential,1751,6.67,2.04,0
2455,20,Self-employed,97878,799,1,0.39,2554,24,2554,Commercial,2171,3.46,1.31,1
2456,33,Part-time,32239,392,0,0.27,3096,24,6192,Residential,1895,5.7,1.28,1
2457,24,Full-time,66622,759,0,0.15,4966,12,9932,Commercial,1514,3.97,3.44,0
2458,31,Self-employed,66665,620,1,0.25,2188,12,4376,Residential,3714,3.45,4.81,1
2459,26,Full-time,52274,309,0,0.34,3821,12,3821,Residential,1256,4.2,3.78,1
2460,32,Freelancer,31419,602,0,0.38,1638,12,3276,Residential,2531,9.1,3.92,0
2461,38,Self-employed,128368,621,0,0.13,3121,6,6242,Residential,3120,9.88,2.32,0
2462,52,Freelancer,35003,755,0,0.32,3228,36,6456,Commercial,2929,9.15,3.34,0
2463,19,Part-time,50866,577,0,0.21,1665,24,1665,Residential,1731,9.79,2.27,1
2464,44,Part-time,41988,837,1,0.35,2008,12,4016,Commercial,4524,8.12,4.61,1
2465,19,Unemployed,75894,692,0,0.36,4341,36,4341,Residential,534,4.12,1.53,0
2466,52,Part-time,128563,394,0,0.46,1023,6,2046,Commercial,4174,6.94,3.53,1
2467,35,Freelancer,142124,406,0,0.26,2758,12,2758,Residential,520,8.12,3.92,1
2468,31,Part-time,110444,689,0,0.32,4839,24,4839,Commercial,2812,6.59,3.79,0
2469,37,Self-employed,25674,825,0,0.21,738,36,1476,Residential,3971,6.88,2.03,0
2470,35,Part-time,90538,370,0,0.21,1720,12,1720,Commercial,956,7.1,2.94,1
2471,27,Unemployed,113103,675,0,0.12,1268,24,2536,Residential,3497,6.27,3.65,0
2472,42,Part-time,86446,667,0,0.21,734,36,1468,Residential,4978,5.03,4.72,0
2473,19,Freelancer,49072,350,0,0.13,3260,24,6520,Residential,3082,7.46,3.0,1
2474,42,Freelancer,53717,442,0,0.49,2019,6,4038,Commercial,1562,3.37,2.2,1
2475,50,Part-time,107345,718,0,0.35,2403,12,2403,Commercial,2090,4.2,2.55,0
2476,53,Freelancer,46651,847,0,0.17,2734,12,2734,Residential,2365,9.48,3.17,0
2477,48,Freelancer,137202,799,1,0.15,1435,24,1435,Commercial,546,6.42,4.91,1
2478,31,Unemployed,64291,466,0,0.25,1768,36,1768,Residential,4488,8.75,3.51,1
2479,18,Self-employed,142389,559,0,0.22,1318,12,1318,Residential,2153,8.09,1.62,1
2480,63,Unemployed,129525,491,0,0.21,4067,24,8134,Residential,544,5.24,4.37,1
2481,33,Full-time,83350,501,0,0.29,4617,6,9234,Commercial,4870,8.63,1.73,1
